"Date","Site","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2014-08-02,50,8,19.3333333333333,4.66666666666667,3.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,50,9,64,1.33333333333333,5.33333333333333,33.3333333333333,12,8.33333333333333
2014-08-02,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-04,50,0.1,2,3,5,33,14,9
2014-08-04,50,0.8,4,2,5,33,14,9
2014-08-04,50,1.6,19,1,6,33,14,9
2014-08-04,50,2.8,4,3,6,33,14,9
2014-08-04,50,3.8,6,4,5,33,14,9
2014-08-04,50,5,14,5,5,33,14,9
2014-08-04,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-04,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-04,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-04,50,6,NA,NA,NA,NA,NA,NA
2014-08-04,50,6.2,2,1,3,33,14,9
2014-08-04,50,8,25,5,4,33,14,9
2014-08-04,50,9,91,0,6,33,14,9
2014-08-04,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-06,50,0.1,2,3.75,4.75,35.25,13,8.75
2014-08-06,50,0.8,7.25,2.25,5,35.25,13,8.75
2014-08-06,50,1.6,15.25,1.75,5.5,35.25,13,8.75
2014-08-06,50,2.8,6.5,2.5,6.25,35.25,13,8.75
2014-08-06,50,3.8,8,4,4.5,35.25,13,8.75
2014-08-06,50,5,13.5,4.75,4.75,35.25,13,8.75
2014-08-06,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-06,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-06,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-06,50,6,NA,NA,NA,NA,NA,NA
2014-08-06,50,6.2,8,1.25,2.75,35.25,13,8.75
2014-08-06,50,8,26.75,6,4.25,35.25,13,8.75
2014-08-06,50,9,112.25,1,5.75,35.25,13,8.75
2014-08-06,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-09,50,0.1,2,4.5,4.5,37.5,12,8.5
2014-08-09,50,0.8,10.5,2.5,5,37.5,12,8.5
2014-08-09,50,1.6,11.5,2.5,5,37.5,12,8.5
2014-08-09,50,2.8,9,2,6.5,37.5,12,8.5
2014-08-09,50,3.8,10,4,4,37.5,12,8.5
2014-08-09,50,5,13,4.5,4.5,37.5,12,8.5
2014-08-09,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-09,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-09,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-09,50,6,NA,NA,NA,NA,NA,NA
2014-08-09,50,6.2,14,1.5,2.5,37.5,12,8.5
2014-08-09,50,8,28.5,7,4.5,37.5,12,8.5
2014-08-09,50,9,133.5,2,5.5,37.5,12,8.5
2014-08-09,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-10,50,0.1,2,5.25,4.25,39.75,11,8.25
2014-08-10,50,0.8,13.75,2.75,5,39.75,11,8.25
2014-08-10,50,1.6,7.75,3.25,4.5,39.75,11,8.25
2014-08-10,50,2.8,11.5,1.5,6.75,39.75,11,8.25
2014-08-10,50,3.8,12,4,3.5,39.75,11,8.25
2014-08-10,50,5,12.5,4.25,4.25,39.75,11,8.25
2014-08-10,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-10,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-10,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-10,50,6,NA,NA,NA,NA,NA,NA
2014-08-10,50,6.2,20,1.75,2.25,39.75,11,8.25
2014-08-10,50,8,30.25,8,4.75,39.75,11,8.25
2014-08-10,50,9,154.75,3,5.25,39.75,11,8.25
2014-08-10,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-11,50,0.1,2,6,4,42,10,8
2014-08-11,50,0.8,17,3,5,42,10,8
2014-08-11,50,1.6,4,4,4,42,10,8
2014-08-11,50,2.8,14,1,7,42,10,8
2014-08-11,50,3.8,14,4,3,42,10,8
2014-08-11,50,5,12,4,4,42,10,8
2014-08-11,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-11,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-11,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-11,50,6,NA,NA,NA,NA,NA,NA
2014-08-11,50,6.2,26,2,2,42,10,8
2014-08-11,50,8,32,9,5,42,10,8
2014-08-11,50,9,176,4,5,42,10,8
2014-08-11,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-13,50,0.1,3.5,5,5.5,36,9,7.5
2014-08-13,50,0.8,9,4.5,11.5,36,9,7.5
2014-08-13,50,1.6,4,3,5,36,9,7.5
2014-08-13,50,2.8,7.5,3.5,8,36,9,7.5
2014-08-13,50,3.8,11,4.5,4,36,9,7.5
2014-08-13,50,5,9,4.5,6.5,36,9,7.5
2014-08-13,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-13,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-13,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-13,50,6,NA,NA,NA,NA,NA,NA
2014-08-13,50,6.2,33.5,3.5,3,36,9,7.5
2014-08-13,50,8,66,8,4.5,36,9,7.5
2014-08-13,50,9,503,5,10,36,9,7.5
2014-08-13,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-18,50,0.1,5,4,7,30,8,7
2014-08-18,50,0.8,1,6,18,30,8,7
2014-08-18,50,1.6,4,2,6,30,8,7
2014-08-18,50,2.8,1,6,9,30,8,7
2014-08-18,50,3.8,8,5,5,30,8,7
2014-08-18,50,5,6,5,9,30,8,7
2014-08-18,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-18,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-18,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-18,50,6,NA,NA,NA,NA,NA,NA
2014-08-18,50,6.2,41,5,4,30,8,7
2014-08-18,50,8,100,7,4,30,8,7
2014-08-18,50,9,830,6,15,30,8,7
2014-08-18,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-19,50,0.1,4.66666666666667,4.66666666666667,6.66666666666667,31,10,7.33333333333333
2014-08-19,50,0.8,2.33333333333333,4.33333333333333,13.6666666666667,31,10,7.33333333333333
2014-08-19,50,1.6,6,8,6.66666666666667,31,10,7.33333333333333
2014-08-19,50,2.8,2.33333333333333,5,8.66666666666667,31,10,7.33333333333333
2014-08-19,50,3.8,6.66666666666667,4,4.66666666666667,31,10,7.33333333333333
2014-08-19,50,5,5,4.33333333333333,7.66666666666667,31,10,7.33333333333333
2014-08-19,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-19,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-19,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-19,50,6,NA,NA,NA,NA,NA,NA
2014-08-19,50,6.2,29.6666666666667,6,4,31,10,7.33333333333333
2014-08-19,50,8,69.3333333333333,5.33333333333333,4,31,10,7.33333333333333
2014-08-19,50,9,555.666666666667,5.66666666666667,11.6666666666667,31,10,7.33333333333333
2014-08-19,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-21,50,0.1,4.33333333333333,5.33333333333333,6.33333333333333,32,12,7.66666666666667
2014-08-21,50,0.8,3.66666666666667,2.66666666666667,9.33333333333333,32,12,7.66666666666667
2014-08-21,50,1.6,8,14,7.33333333333333,32,12,7.66666666666667
2014-08-21,50,2.8,3.66666666666667,4,8.33333333333333,32,12,7.66666666666667
2014-08-21,50,3.8,5.33333333333333,3,4.33333333333333,32,12,7.66666666666667
2014-08-21,50,5,4,3.66666666666667,6.33333333333333,32,12,7.66666666666667
2014-08-21,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-21,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-21,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-21,50,6,NA,NA,NA,NA,NA,NA
2014-08-21,50,6.2,18.3333333333333,7,4,32,12,7.66666666666667
2014-08-21,50,8,38.6666666666667,3.66666666666667,4,32,12,7.66666666666667
2014-08-21,50,9,281.333333333333,5.33333333333333,8.33333333333333,32,12,7.66666666666667
2014-08-21,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-25,50,0.1,4,6,6,33,14,8
2014-08-25,50,0.8,5,1,5,33,14,8
2014-08-25,50,1.6,10,20,8,33,14,8
2014-08-25,50,2.8,5,3,8,33,14,8
2014-08-25,50,3.8,4,2,4,33,14,8
2014-08-25,50,5,3,3,5,33,14,8
2014-08-25,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-25,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-25,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-25,50,6,NA,NA,NA,NA,NA,NA
2014-08-25,50,6.2,7,8,4,33,14,8
2014-08-25,50,8,8,2,4,33,14,8
2014-08-25,50,9,7,5,5,33,14,8
2014-08-25,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-30,50,0.1,4,4.5,6,53.5,13.5,10
2014-08-30,50,0.8,6,2,6,53.5,13.5,10
2014-08-30,50,1.6,7,11.5,7.5,53.5,13.5,10
2014-08-30,50,2.8,5.5,3,7.5,53.5,13.5,10
2014-08-30,50,3.8,6,3,4.5,53.5,13.5,10
2014-08-30,50,5,6.5,2,5,53.5,13.5,10
2014-08-30,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-30,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-30,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-30,50,6,NA,NA,NA,NA,NA,NA
2014-08-30,50,6.2,7,5,3,53.5,13.5,10
2014-08-30,50,8,7.5,1.5,3.5,53.5,13.5,10
2014-08-30,50,9,6.5,3,5,53.5,13.5,10
2014-08-30,50,9.3,NA,NA,NA,NA,NA,NA
2014-09-03,50,0.1,4,3,6,74,13,12
2014-09-03,50,0.8,7,3,7,74,13,12
2014-09-03,50,1.6,4,3,7,74,13,12
2014-09-03,50,2.8,6,3,7,74,13,12
2014-09-03,50,3.8,8,4,5,74,13,12
2014-09-03,50,5,10,1,5,74,13,12
2014-09-03,50,5.2,NA,NA,NA,NA,NA,NA
2014-09-03,50,5.5,NA,NA,NA,NA,NA,NA
2014-09-03,50,5.8,NA,NA,NA,NA,NA,NA
2014-09-03,50,6,NA,NA,NA,NA,NA,NA
2014-09-03,50,6.2,7,2,2,74,13,12
2014-09-03,50,8,7,1,3,74,13,12
2014-09-03,50,9,6,1,5,74,13,12
2014-09-03,50,9.3,NA,NA,NA,NA,NA,NA
2014-09-08,50,0.1,4,2,6,88,19,4
2014-09-08,50,0.8,5,1,4,88,19,4
2014-09-08,50,1.6,6,1,6,88,19,4
2014-09-08,50,2.8,26,1,6,88,19,4
2014-09-08,50,3.8,12,2,5,88,19,4
2014-09-08,50,5,13,1,5,88,19,4
2014-09-08,50,5.2,NA,NA,NA,NA,NA,NA
2014-09-08,50,5.5,NA,NA,NA,NA,NA,NA
2014-09-08,50,5.8,NA,NA,NA,NA,NA,NA
2014-09-08,50,6,NA,NA,NA,NA,NA,NA
2014-09-08,50,6.2,10,1,6,88,19,4
2014-09-08,50,8,10,1,2,88,19,4
2014-09-08,50,9,12,2,4,88,19,4
2014-09-08,50,9.3,NA,NA,NA,NA,NA,NA
2014-09-15,50,0.1,4,1,3,62,33,5
2014-09-15,50,0.8,4,2,5,62,33,5
2014-09-15,50,1.6,4,2,5,62,33,5
2014-09-15,50,2.8,6,2,7,62,33,5
2014-09-15,50,3.8,6,2,6,62,33,5
2014-09-15,50,5,23,3,6,62,33,5
2014-09-15,50,5.2,NA,NA,NA,NA,NA,NA
2014-09-15,50,5.5,NA,NA,NA,NA,NA,NA
2014-09-15,50,5.8,NA,NA,NA,NA,NA,NA
2014-09-15,50,6,NA,NA,NA,NA,NA,NA
2014-09-15,50,6.2,18,3,5,62,33,5
2014-09-15,50,8,46,0,4,62,33,5
2014-09-15,50,9,35,3,5,62,33,5
2014-09-15,50,9.3,NA,NA,NA,NA,NA,NA
2014-09-22,50,0.1,4,1,6,73,12,9
2014-09-22,50,0.8,6,0,6,73,12,9
2014-09-22,50,1.6,10,2,4,73,12,9
2014-09-22,50,2.8,6,2,7,73,12,9
2014-09-22,50,3.8,8,1,5,73,12,9
2014-09-22,50,5,7,1,5,73,12,9
2014-09-22,50,5.2,NA,NA,NA,NA,NA,NA
2014-09-22,50,5.5,NA,NA,NA,NA,NA,NA
2014-09-22,50,5.8,NA,NA,NA,NA,NA,NA
2014-09-22,50,6,NA,NA,NA,NA,NA,NA
2014-09-22,50,6.2,7,1,4,73,12,9
2014-09-22,50,8,16,0,3,73,12,9
2014-09-22,50,9,32,2,5,73,12,9
2014-09-22,50,9.3,NA,NA,NA,NA,NA,NA
2014-09-29,50,0.1,3,1,6,84,8,13
2014-09-29,50,0.8,6,1,4,84,8,13
2014-09-29,50,1.6,10,11,3,84,8,13
2014-09-29,50,2.8,31,0,5,84,8,13
2014-09-29,50,3.8,5,2,7,84,8,13
2014-09-29,50,5,7,1,4,84,8,13
2014-09-29,50,5.2,NA,NA,NA,NA,NA,NA
2014-09-29,50,5.5,NA,NA,NA,NA,NA,NA
2014-09-29,50,5.8,NA,NA,NA,NA,NA,NA
2014-09-29,50,6,NA,NA,NA,NA,NA,NA
2014-09-29,50,6.2,6,1,2,84,8,13
2014-09-29,50,8,8,2,6,84,8,13
2014-09-29,50,9,10,3,7,84,8,13
2014-09-29,50,9.3,NA,NA,NA,NA,NA,NA
2014-10-04,50,0.1,3.66666666666667,0.666666666666667,5.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,0.8,6,1,5,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,1.6,8.33333333333333,7.66666666666667,4,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,2.8,22,0.333333333333333,4.66666666666667,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,3.8,4.66666666666667,1.66666666666667,6.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,5,5.66666666666667,1.33333333333333,4.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,5.2,NA,NA,NA,NA,NA,NA
2014-10-04,50,5.5,NA,NA,NA,NA,NA,NA
2014-10-04,50,5.8,NA,NA,NA,NA,NA,NA
2014-10-04,50,6,NA,NA,NA,NA,NA,NA
2014-10-04,50,6.2,7,1,2,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,8,11,2,5.33333333333333,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,9,13.3333333333333,2.33333333333333,5.66666666666667,57.3333333333333,7.66666666666667,10.3333333333333
2014-10-04,50,9.3,NA,NA,NA,NA,NA,NA
2014-10-10,50,0.1,4.33333333333333,0.333333333333333,4.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,0.8,6,1,6,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,1.6,6.66666666666667,4.33333333333333,5,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,2.8,13,0.666666666666667,4.33333333333333,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,3.8,4.33333333333333,1.33333333333333,5.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,5,4.33333333333333,1.66666666666667,4.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,5.2,NA,NA,NA,NA,NA,NA
2014-10-10,50,5.5,NA,NA,NA,NA,NA,NA
2014-10-10,50,5.8,NA,NA,NA,NA,NA,NA
2014-10-10,50,6,NA,NA,NA,NA,NA,NA
2014-10-10,50,6.2,8,1,2,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,8,14,2,4.66666666666667,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,9,16.6666666666667,1.66666666666667,4.33333333333333,30.6666666666667,7.33333333333333,7.66666666666667
2014-10-10,50,9.3,NA,NA,NA,NA,NA,NA
2014-10-15,50,0.1,5,0,4,4,7,5
2014-10-15,50,0.8,6,1,7,4,7,5
2014-10-15,50,1.6,5,1,6,4,7,5
2014-10-15,50,2.8,4,1,4,4,7,5
2014-10-15,50,3.8,4,1,5,4,7,5
2014-10-15,50,5,3,2,5,4,7,5
2014-10-15,50,5.2,NA,NA,NA,NA,NA,NA
2014-10-15,50,5.5,NA,NA,NA,NA,NA,NA
2014-10-15,50,5.8,NA,NA,NA,NA,NA,NA
2014-10-15,50,6,NA,NA,NA,NA,NA,NA
2014-10-15,50,6.2,9,1,2,4,7,5
2014-10-15,50,8,17,2,4,4,7,5
2014-10-15,50,9,20,1,3,4,7,5
2014-10-15,50,9.3,NA,NA,NA,NA,NA,NA
2014-10-23,50,0.1,3,6,4,0,3,7
2014-10-23,50,0.8,4,2,6,0,3,7
2014-10-23,50,1.6,5,1,5,0,3,7
2014-10-23,50,2.8,8,1,5,0,3,7
2014-10-23,50,3.8,4,0,4,0,3,7
2014-10-23,50,5,6,1,5,0,3,7
2014-10-23,50,5.2,NA,NA,NA,NA,NA,NA
2014-10-23,50,5.5,NA,NA,NA,NA,NA,NA
2014-10-23,50,5.8,NA,NA,NA,NA,NA,NA
2014-10-23,50,6,NA,NA,NA,NA,NA,NA
2014-10-23,50,6.2,4,1,5,0,3,7
2014-10-23,50,8,5,3,6,0,3,7
2014-10-23,50,9,4,1,6,0,3,7
2014-10-23,50,9.3,NA,NA,NA,NA,NA,NA
2014-10-30,50,0.1,3,4,4,0.5,5,7.5
2014-10-30,50,0.8,4,1,4.5,0.5,5,7.5
2014-10-30,50,1.6,5,1.5,5.5,0.5,5,7.5
2014-10-30,50,2.8,6,1,4.5,0.5,5,7.5
2014-10-30,50,3.8,4,1.5,4.5,0.5,5,7.5
2014-10-30,50,5,5,1,4,0.5,5,7.5
2014-10-30,50,5.2,NA,NA,NA,NA,NA,NA
2014-10-30,50,5.5,NA,NA,NA,NA,NA,NA
2014-10-30,50,5.8,NA,NA,NA,NA,NA,NA
2014-10-30,50,6,NA,NA,NA,NA,NA,NA
2014-10-30,50,6.2,4,1.5,5,0.5,5,7.5
2014-10-30,50,8,4.5,2,5.5,0.5,5,7.5
2014-10-30,50,9,4,1.5,5.5,0.5,5,7.5
2014-10-30,50,9.3,NA,NA,NA,NA,NA,NA
2014-11-10,50,0.1,3,2,4,1,7,8
2014-11-10,50,0.8,4,0,3,1,7,8
2014-11-10,50,1.6,5,2,6,1,7,8
2014-11-10,50,2.8,4,1,4,1,7,8
2014-11-10,50,3.8,4,3,5,1,7,8
2014-11-10,50,5,4,1,3,1,7,8
2014-11-10,50,5.2,NA,NA,NA,NA,NA,NA
2014-11-10,50,5.5,NA,NA,NA,NA,NA,NA
2014-11-10,50,5.8,NA,NA,NA,NA,NA,NA
2014-11-10,50,6,NA,NA,NA,NA,NA,NA
2014-11-10,50,6.2,4,2,5,1,7,8
2014-11-10,50,8,4,1,5,1,7,8
2014-11-10,50,9,4,2,5,1,7,8
2014-11-10,50,9.3,NA,NA,NA,NA,NA,NA
2014-12-10,50,0.1,4,0,4,0,7,6
2014-12-10,50,0.8,6,4,6,0,7,6
2014-12-10,50,1.6,4,3,6,0,7,6
2014-12-10,50,2.8,5,2,3,0,7,6
2014-12-10,50,3.8,7,1,4,0,7,6
2014-12-10,50,5,3,2,5,0,7,6
2014-12-10,50,5.2,NA,NA,NA,NA,NA,NA
2014-12-10,50,5.5,NA,NA,NA,NA,NA,NA
2014-12-10,50,5.8,NA,NA,NA,NA,NA,NA
2014-12-10,50,6,NA,NA,NA,NA,NA,NA
2014-12-10,50,6.2,6,1,4,0,7,6
2014-12-10,50,8,4,1,5,0,7,6
2014-12-10,50,9,4,1,6,0,7,6
2014-12-10,50,9.3,NA,NA,NA,NA,NA,NA
2015-03-01,50,0.1,9,1.5,5.5,12.5,11.5,6
2015-03-01,50,0.8,NA,NA,NA,7,8.8,6.2
2015-03-01,50,1.6,7.66666666666667,3,6.33333333333333,8.75,9,6
2015-03-01,50,2.8,NA,NA,NA,7,8.8,6.2
2015-03-01,50,3.8,14.5,2.5,5.5,12.5,11.5,6
2015-03-01,50,5,8,2.5,5,12.5,11.5,6
2015-03-01,50,5.2,NA,NA,NA,NA,NA,NA
2015-03-01,50,5.5,NA,NA,NA,NA,NA,NA
2015-03-01,50,5.8,NA,NA,NA,NA,NA,NA
2015-03-01,50,6,NA,NA,NA,NA,NA,NA
2015-03-01,50,6.2,9,2,3.5,12.5,11.5,6
2015-03-01,50,8,25,5,5,12.5,11.5,6
2015-03-01,50,9,44.5,5.5,4.5,12.5,11.5,6
2015-03-01,50,9.3,NA,NA,NA,NA,NA,NA
2015-03-16,50,0.1,14,3,7,25,16,6
2015-03-16,50,0.8,NA,NA,NA,14,10.6,6.4
2015-03-16,50,1.6,11.3333333333333,3,6.66666666666667,17.5,11,6
2015-03-16,50,2.8,NA,NA,NA,14,10.6,6.4
2015-03-16,50,3.8,22,4,7,25,16,6
2015-03-16,50,5,13,3,5,25,16,6
2015-03-16,50,5.2,NA,NA,NA,NA,NA,NA
2015-03-16,50,5.5,NA,NA,NA,NA,NA,NA
2015-03-16,50,5.8,NA,NA,NA,NA,NA,NA
2015-03-16,50,6,NA,NA,NA,NA,NA,NA
2015-03-16,50,6.2,12,3,3,25,16,6
2015-03-16,50,8,46,9,5,25,16,6
2015-03-16,50,9,85,10,3,25,16,6
2015-03-16,50,9.3,NA,NA,NA,NA,NA,NA
2015-03-31,50,0.1,13.6666666666667,2.33333333333333,7,30,15.5,6
2015-03-31,50,0.8,NA,NA,NA,21,12.4,6.6
2015-03-31,50,1.6,15,3,7,26.25,13,6
2015-03-31,50,2.8,NA,NA,NA,21,12.4,6.6
2015-03-31,50,3.8,13,5,7,30,15.5,6
2015-03-31,50,5,12.5,2.5,5.5,30,15.5,6
2015-03-31,50,5.2,NA,NA,NA,NA,NA,NA
2015-03-31,50,5.5,NA,NA,NA,NA,NA,NA
2015-03-31,50,5.8,NA,NA,NA,NA,NA,NA
2015-03-31,50,6,NA,NA,NA,NA,NA,NA
2015-03-31,50,6.2,12,2.5,4,30,15.5,6
2015-03-31,50,8,14,9,4,30,15.5,6
2015-03-31,50,9,13,5,4,30,15.5,6
2015-03-31,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-07,50,0.1,13.3333333333333,1.66666666666667,7,35,15,6
2015-04-07,50,0.8,NA,NA,NA,28,14.2,6.8
2015-04-07,50,1.6,12,3,6,35,15,6
2015-04-07,50,2.8,NA,NA,NA,28,14.2,6.8
2015-04-07,50,3.8,14,3,7,35,15,6
2015-04-07,50,5,12,2,6,35,15,6
2015-04-07,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-07,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-07,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-07,50,6,NA,NA,NA,NA,NA,NA
2015-04-07,50,6.2,12,2,5,35,15,6
2015-04-07,50,8,14,3,6,35,15,6
2015-04-07,50,9,20,3,5,35,15,6
2015-04-07,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-13,50,0.1,13,1,7,35,16,7
2015-04-13,50,0.8,NA,NA,NA,35,16,7
2015-04-13,50,1.6,13,3,7,35,16,7
2015-04-13,50,2.8,NA,NA,NA,35,16,7
2015-04-13,50,3.8,12,3,6,35,16,7
2015-04-13,50,5,12,2,6,35,16,7
2015-04-13,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-13,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-13,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-13,50,6,NA,NA,NA,NA,NA,NA
2015-04-13,50,6.2,16,1,5,35,16,7
2015-04-13,50,8,33,4,5,35,16,7
2015-04-13,50,9,40,6,4,35,16,7
2015-04-13,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-16,50,0.1,12,2,5,31,13.3333333333333,7
2015-04-16,50,0.8,NA,NA,NA,32.4,16,6.6
2015-04-16,50,1.6,12,3,7,31,13.3333333333333,7
2015-04-16,50,2.8,NA,NA,NA,31,13.3333333333333,7
2015-04-16,50,3.8,13,3,6,31,13.3333333333333,7
2015-04-16,50,5,14,3,6,31,13.3333333333333,7
2015-04-16,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-16,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-16,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-16,50,6,NA,NA,NA,NA,NA,NA
2015-04-16,50,6.2,16,4,6,31,13.3333333333333,7
2015-04-16,50,8,42,6,10,31,13.3333333333333,7
2015-04-16,50,9,66,6,5,31,13.3333333333333,7
2015-04-16,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-19,50,0.1,9,3,10,27,10.6666666666667,7
2015-04-19,50,0.8,NA,NA,NA,29.8,16,6.2
2015-04-19,50,1.6,4,1,8,27,10.6666666666667,7
2015-04-19,50,2.8,NA,NA,NA,27,10.6666666666667,7
2015-04-19,50,3.8,4,3,7,27,10.6666666666667,7
2015-04-19,50,5,17,4,19,27,10.6666666666667,7
2015-04-19,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-19,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-19,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-19,50,6,NA,NA,NA,NA,NA,NA
2015-04-19,50,6.2,33,4,3,27,10.6666666666667,7
2015-04-19,50,8,35,4,2,27,10.6666666666667,7
2015-04-19,50,9,86,9,6,27,10.6666666666667,7
2015-04-19,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-21,50,0.1,7,4,5,23,8,7
2015-04-21,50,0.8,NA,NA,NA,27.2,16,5.8
2015-04-21,50,1.6,7,5,6,23,8,7
2015-04-21,50,2.8,NA,NA,NA,23,8,7
2015-04-21,50,3.8,6,4,5,23,8,7
2015-04-21,50,5,5,3,4,23,8,7
2015-04-21,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-21,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-21,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-21,50,6,NA,NA,NA,NA,NA,NA
2015-04-21,50,6.2,10,5,3,23,8,7
2015-04-21,50,8,64,7,5,23,8,7
2015-04-21,50,9,76,8,6,23,8,7
2015-04-21,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-25,50,0.1,5,4,6,22.5,12,6
2015-04-25,50,0.8,NA,NA,NA,24.6,16,5.4
2015-04-25,50,1.6,4,3,6,22.5,12,6
2015-04-25,50,2.8,NA,NA,NA,22.5,12,6
2015-04-25,50,3.8,8,5,4,22.5,12,6
2015-04-25,50,5,14,6,3,22.5,12,6
2015-04-25,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-25,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-25,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-25,50,6,NA,NA,NA,NA,NA,NA
2015-04-25,50,6.2,42,2,5,22.5,12,6
2015-04-25,50,8,44,7,4,22.5,12,6
2015-04-25,50,9,93,10,4,22.5,12,6
2015-04-25,50,9.3,NA,NA,NA,NA,NA,NA
2015-04-28,50,0.1,7,0,6,22,16,5
2015-04-28,50,0.8,NA,NA,NA,22,16,5
2015-04-28,50,1.6,13,3,9,22,16,5
2015-04-28,50,2.8,NA,NA,NA,22,16,5
2015-04-28,50,3.8,12,2,7,22,16,5
2015-04-28,50,5,13,4,5,22,16,5
2015-04-28,50,5.2,NA,NA,NA,NA,NA,NA
2015-04-28,50,5.5,NA,NA,NA,NA,NA,NA
2015-04-28,50,5.8,NA,NA,NA,NA,NA,NA
2015-04-28,50,6,NA,NA,NA,NA,NA,NA
2015-04-28,50,6.2,45,7,7,22,16,5
2015-04-28,50,8,37,4,5,22,16,5
