"Date","Site","Depth","DOC_interp","DOCinf_interp"
2015-09-04,50,5,2.6,1.5
2015-09-04,50,5.2,NA,NA
2015-09-04,50,5.5,NA,NA
2015-09-04,50,5.8,NA,NA
2015-09-04,50,6,NA,NA
2015-09-04,50,6.2,6.8,1.5
2015-09-04,50,8,2.45,1.5
2015-09-04,50,9,2.25,1.5
2015-09-04,50,9.3,NA,NA
2015-09-07,50,0.1,3.6,1.5
2015-09-07,50,0.8,NA,NA
2015-09-07,50,1.6,3.6,1.5
2015-09-07,50,2.8,NA,NA
2015-09-07,50,3.8,3.4,1.5
2015-09-07,50,5,2.8,1.5
2015-09-07,50,5.2,NA,NA
2015-09-07,50,5.5,NA,NA
2015-09-07,50,5.8,NA,NA
2015-09-07,50,6,NA,NA
2015-09-07,50,6.2,2.4,1.5
2015-09-07,50,8,2.5,1.5
2015-09-07,50,9,2.5,1.5
2015-09-07,50,9.3,NA,NA
2015-09-14,50,0.1,18.3,1.5
2015-09-14,50,0.8,NA,NA
2015-09-14,50,1.6,3.5,1.5
2015-09-14,50,2.8,NA,NA
2015-09-14,50,3.8,4.1,1.5
2015-09-14,50,5,2.6,1.5
2015-09-14,50,5.2,NA,NA
2015-09-14,50,5.5,NA,NA
2015-09-14,50,5.8,NA,NA
2015-09-14,50,6,NA,NA
2015-09-14,50,6.2,2.3,1.5
2015-09-14,50,8,2.3,1.5
2015-09-14,50,9,2.3,1.5
2015-09-14,50,9.3,NA,NA
2015-09-18,50,0.1,11.35,NA
2015-09-18,50,0.8,NA,NA
2015-09-18,50,1.6,3.6,NA
2015-09-18,50,2.8,NA,NA
2015-09-18,50,3.8,4.25,NA
2015-09-18,50,5,3.7,NA
2015-09-18,50,5.2,NA,NA
2015-09-18,50,5.5,NA,NA
2015-09-18,50,5.8,NA,NA
2015-09-18,50,6,NA,NA
2015-09-18,50,6.2,7.45,NA
2015-09-18,50,8,7.5,NA
2015-09-18,50,9,2.35,NA
2015-09-18,50,9.3,NA,NA
2015-09-21,50,0.1,4.4,NA
2015-09-21,50,0.8,NA,NA
2015-09-21,50,1.6,3.7,NA
2015-09-21,50,2.8,NA,NA
2015-09-21,50,3.8,4.4,NA
2015-09-21,50,5,4.8,NA
2015-09-21,50,5.2,NA,NA
2015-09-21,50,5.5,NA,NA
2015-09-21,50,5.8,NA,NA
2015-09-21,50,6,NA,NA
2015-09-21,50,6.2,12.6,NA
2015-09-21,50,8,12.7,NA
2015-09-21,50,9,2.4,NA
2015-09-21,50,9.3,NA,NA
2015-09-28,50,0.1,4.11,NA
2015-09-28,50,0.8,NA,NA
2015-09-28,50,1.6,3.48,NA
2015-09-28,50,2.8,NA,NA
2015-09-28,50,3.8,4.13,NA
2015-09-28,50,5,4.46,NA
2015-09-28,50,5.2,NA,NA
2015-09-28,50,5.5,NA,NA
2015-09-28,50,5.8,NA,NA
2015-09-28,50,6,NA,NA
2015-09-28,50,6.2,11.47,NA
2015-09-28,50,8,11.58,NA
2015-09-28,50,9,2.29,NA
2015-09-28,50,9.3,NA,NA
2015-10-02,50,0.1,3.82,NA
2015-10-02,50,0.8,NA,NA
2015-10-02,50,1.6,3.26,NA
2015-10-02,50,2.8,NA,NA
2015-10-02,50,3.8,3.86,NA
2015-10-02,50,5,4.12,NA
2015-10-02,50,5.2,NA,NA
2015-10-02,50,5.5,NA,NA
2015-10-02,50,5.8,NA,NA
2015-10-02,50,6,NA,NA
2015-10-02,50,6.2,10.34,NA
2015-10-02,50,8,10.46,NA
2015-10-02,50,9,2.18,NA
2015-10-02,50,9.3,NA,NA
2015-10-05,50,0.1,3.53,NA
2015-10-05,50,0.8,NA,NA
2015-10-05,50,1.6,3.04,NA
2015-10-05,50,2.8,NA,NA
2015-10-05,50,3.8,3.59,NA
2015-10-05,50,5,3.78,NA
2015-10-05,50,5.2,NA,NA
2015-10-05,50,5.5,NA,NA
2015-10-05,50,5.8,NA,NA
2015-10-05,50,6,NA,NA
2015-10-05,50,6.2,9.21,NA
2015-10-05,50,8,9.34,NA
2015-10-05,50,9,2.07,NA
2015-10-05,50,9.3,NA,NA
2015-10-12,50,0.1,3.24,NA
2015-10-12,50,0.8,NA,NA
2015-10-12,50,1.6,2.82,NA
2015-10-12,50,2.8,NA,NA
2015-10-12,50,3.8,3.32,NA
2015-10-12,50,5,3.44,NA
2015-10-12,50,5.2,NA,NA
2015-10-12,50,5.5,NA,NA
2015-10-12,50,5.8,NA,NA
2015-10-12,50,6,NA,NA
2015-10-12,50,6.2,8.08,NA
2015-10-12,50,8,8.22,NA
2015-10-12,50,9,1.96,NA
2015-10-12,50,9.3,NA,NA
2015-10-19,50,0.1,2.95,NA
2015-10-19,50,0.8,NA,NA
2015-10-19,50,1.6,2.6,NA
2015-10-19,50,2.8,NA,NA
2015-10-19,50,3.8,3.05,NA
2015-10-19,50,5,3.1,NA
2015-10-19,50,5.2,NA,NA
2015-10-19,50,5.5,NA,NA
2015-10-19,50,5.8,NA,NA
2015-10-19,50,6,NA,NA
2015-10-19,50,6.2,6.95,NA
2015-10-19,50,8,7.1,NA
2015-10-19,50,9,1.85,NA
2015-10-19,50,9.3,NA,NA
2015-10-23,50,0.1,2.66,NA
2015-10-23,50,0.8,NA,NA
2015-10-23,50,1.6,2.38,NA
2015-10-23,50,2.8,NA,NA
2015-10-23,50,3.8,2.78,NA
2015-10-23,50,5,2.76,NA
2015-10-23,50,5.2,NA,NA
2015-10-23,50,5.5,NA,NA
2015-10-23,50,5.8,NA,NA
2015-10-23,50,6,NA,NA
2015-10-23,50,6.2,5.82,NA
2015-10-23,50,8,5.98,NA
2015-10-23,50,9,1.74,NA
2015-10-23,50,9.3,NA,NA
2015-10-30,50,0.1,2.37,NA
2015-10-30,50,0.8,NA,NA
2015-10-30,50,1.6,2.16,NA
2015-10-30,50,2.8,NA,NA
2015-10-30,50,3.8,2.51,NA
2015-10-30,50,5,2.42,NA
2015-10-30,50,5.2,NA,NA
2015-10-30,50,5.5,NA,NA
2015-10-30,50,5.8,NA,NA
2015-10-30,50,6,NA,NA
2015-10-30,50,6.2,4.69,NA
2015-10-30,50,8,4.86,NA
2015-10-30,50,9,1.63,NA
2015-10-30,50,9.3,NA,NA
2015-12-07,50,0.1,2.08,NA
2015-12-07,50,0.8,NA,NA
2015-12-07,50,1.6,1.94,NA
2015-12-07,50,2.8,NA,NA
2015-12-07,50,3.8,2.24,NA
2015-12-07,50,5,2.08,NA
2015-12-07,50,5.2,NA,NA
2015-12-07,50,5.5,NA,NA
2015-12-07,50,5.8,NA,NA
2015-12-07,50,6,NA,NA
2015-12-07,50,6.2,3.56,NA
2015-12-07,50,8,3.74,NA
2015-12-07,50,9,1.52,NA
2015-12-07,50,9.3,NA,NA
2016-05-12,50,0.1,1.79,NA
2016-05-12,50,0.8,NA,NA
2016-05-12,50,1.6,1.72,NA
2016-05-12,50,2.8,NA,NA
2016-05-12,50,3.8,1.97,NA
2016-05-12,50,5,1.74,NA
2016-05-12,50,5.2,NA,NA
2016-05-12,50,5.5,NA,NA
2016-05-12,50,5.8,NA,NA
2016-05-12,50,6,NA,NA
2016-05-12,50,6.2,2.43,NA
2016-05-12,50,8,2.62,NA
2016-05-12,50,9,1.41,NA
2016-05-12,50,9.3,NA,NA
2016-05-16,50,0.1,1.5,NA
2016-05-16,50,0.8,NA,NA
2016-05-16,50,1.6,1.5,NA
2016-05-16,50,2.8,NA,NA
2016-05-16,50,3.8,1.7,NA
2016-05-16,50,5,1.4,NA
2016-05-16,50,5.2,NA,NA
2016-05-16,50,5.5,NA,NA
2016-05-16,50,5.8,NA,NA
2016-05-16,50,6,NA,NA
2016-05-16,50,6.2,1.3,NA
2016-05-16,50,8,1.5,NA
2016-05-16,50,9,1.3,NA
2016-05-16,50,9.3,NA,NA
2016-05-19,50,0.1,1.6,NA
2016-05-19,50,0.8,NA,NA
2016-05-19,50,1.6,1.5,NA
2016-05-19,50,2.8,NA,NA
2016-05-19,50,3.8,1.7,NA
2016-05-19,50,5,1.45,NA
2016-05-19,50,5.2,NA,NA
2016-05-19,50,5.5,NA,NA
2016-05-19,50,5.8,NA,NA
2016-05-19,50,6,NA,NA
2016-05-19,50,6.2,1.35,NA
2016-05-19,50,8,1.35,NA
2016-05-19,50,9,1.4,NA
2016-05-19,50,9.3,NA,NA
2016-05-23,50,0.1,1.7,NA
2016-05-23,50,0.8,NA,NA
2016-05-23,50,1.6,1.5,NA
2016-05-23,50,2.8,NA,NA
2016-05-23,50,3.8,1.7,NA
2016-05-23,50,5,1.5,NA
2016-05-23,50,5.2,NA,NA
2016-05-23,50,5.5,NA,NA
2016-05-23,50,5.8,NA,NA
2016-05-23,50,6,NA,NA
2016-05-23,50,6.2,1.4,NA
2016-05-23,50,8,1.2,NA
2016-05-23,50,9,1.5,NA
2016-05-23,50,9.3,NA,NA
2016-05-26,50,0.1,1.66666666666667,NA
2016-05-26,50,0.8,NA,NA
2016-05-26,50,1.6,1.5,NA
2016-05-26,50,2.8,NA,NA
2016-05-26,50,3.8,1.66666666666667,NA
2016-05-26,50,5,1.56666666666667,NA
2016-05-26,50,5.2,NA,NA
2016-05-26,50,5.5,NA,NA
2016-05-26,50,5.8,NA,NA
2016-05-26,50,6,NA,NA
2016-05-26,50,6.2,1.36666666666667,NA
2016-05-26,50,8,1.33333333333333,NA
2016-05-26,50,9,1.46666666666667,NA
2016-05-26,50,9.3,NA,NA
2016-05-29,50,0.1,1.63333333333333,NA
2016-05-29,50,0.8,NA,NA
2016-05-29,50,1.6,1.5,NA
2016-05-29,50,2.8,NA,NA
2016-05-29,50,3.8,1.63333333333333,NA
2016-05-29,50,5,1.63333333333333,NA
2016-05-29,50,5.2,NA,NA
2016-05-29,50,5.5,NA,NA
2016-05-29,50,5.8,NA,NA
2016-05-29,50,6,NA,NA
2016-05-29,50,6.2,1.33333333333333,NA
2016-05-29,50,8,1.46666666666667,NA
2016-05-29,50,9,1.43333333333333,NA
2016-05-29,50,9.3,NA,NA
2016-05-30,50,0.1,1.6,NA
2016-05-30,50,0.1,1.6,NA
2016-05-30,50,0.1,1.6,1.6
2016-05-30,50,0.1,1.6,1.6
2016-05-30,50,0.1,1.9,1.6
2016-05-30,50,0.1,1.9,1.6
2016-05-30,50,0.1,1.9,1.6
2016-05-30,50,0.1,1.9,1.6
2016-05-30,50,0.8,NA,NA
2016-05-30,50,0.8,NA,NA
2016-05-30,50,1.6,1.5,NA
2016-05-30,50,1.6,1.5,NA
2016-05-30,50,1.6,1.5,1.6
2016-05-30,50,1.6,1.5,1.6
2016-05-30,50,1.6,1.7,1.6
2016-05-30,50,1.6,1.7,1.6
2016-05-30,50,1.6,1.7,1.6
2016-05-30,50,1.6,1.7,1.6
2016-05-30,50,2.8,NA,NA
2016-05-30,50,2.8,NA,NA
2016-05-30,50,3.8,1.6,NA
2016-05-30,50,3.8,1.6,NA
2016-05-30,50,3.8,1.6,1.6
2016-05-30,50,3.8,1.6,1.6
2016-05-30,50,3.8,1.6,1.6
2016-05-30,50,3.8,1.6,1.6
2016-05-30,50,3.8,1.6,1.6
2016-05-30,50,3.8,1.6,1.6
2016-05-30,50,5,1.7,NA
2016-05-30,50,5,1.7,NA
2016-05-30,50,5,1.7,1.6
2016-05-30,50,5,1.7,1.6
2016-05-30,50,5,1.8,1.6
2016-05-30,50,5,1.8,1.6
2016-05-30,50,5,1.8,1.6
2016-05-30,50,5,1.8,1.6
2016-05-30,50,5.2,NA,NA
2016-05-30,50,5.2,NA,NA
2016-05-30,50,5.5,NA,NA
2016-05-30,50,5.5,NA,NA
2016-05-30,50,5.8,NA,NA
2016-05-30,50,5.8,NA,NA
2016-05-30,50,6,NA,NA
2016-05-30,50,6,NA,NA
2016-05-30,50,6.2,1.3,NA
2016-05-30,50,6.2,1.3,NA
2016-05-30,50,6.2,1.3,1.6
2016-05-30,50,6.2,1.3,1.6
2016-05-30,50,6.2,1.8,1.6
2016-05-30,50,6.2,1.8,1.6
2016-05-30,50,6.2,1.8,1.6
2016-05-30,50,6.2,1.8,1.6
2016-05-30,50,8,1.6,NA
2016-05-30,50,8,1.6,NA
2016-05-30,50,8,1.6,1.6
2016-05-30,50,8,1.6,1.6
2016-05-30,50,8,1.6,1.6
2016-05-30,50,8,1.6,1.6
2016-05-30,50,8,1.6,1.6
2016-05-30,50,8,1.6,1.6
2016-05-30,50,9,1.4,NA
2016-05-30,50,9,1.4,NA
2016-05-30,50,9,1.4,1.6
2016-05-30,50,9,1.4,1.6
2016-05-30,50,9,1.7,1.6
2016-05-30,50,9,1.7,1.6
2016-05-30,50,9,1.7,1.6
2016-05-30,50,9,1.7,1.6
2016-05-30,50,9.3,NA,NA
2016-05-30,50,9.3,NA,NA
2016-05-31,50,0.1,1.8,1.4
2016-05-31,50,0.8,NA,NA
2016-05-31,50,1.6,1.8,1.4
2016-05-31,50,2.8,NA,NA
2016-05-31,50,3.8,1.8,1.4
2016-05-31,50,5,1.6,1.4
2016-05-31,50,5.2,NA,NA
2016-05-31,50,5.5,NA,NA
2016-05-31,50,5.8,NA,NA
2016-05-31,50,6,NA,NA
2016-05-31,50,6.2,1.6,1.4
2016-05-31,50,8,1.5,1.4
2016-05-31,50,9,1.6,1.4
2016-05-31,50,9.3,NA,NA
2016-06-01,50,0.1,2.05,1.4
2016-06-01,50,0.8,NA,NA
2016-06-01,50,1.6,1.75,1.4
2016-06-01,50,2.8,NA,NA
2016-06-01,50,3.8,1.85,1.4
2016-06-01,50,5,1.9,1.4
2016-06-01,50,5.2,NA,NA
2016-06-01,50,5.5,NA,NA
2016-06-01,50,5.8,NA,NA
2016-06-01,50,6,NA,NA
2016-06-01,50,6.2,1.5,1.4
2016-06-01,50,8,1.55,1.4
2016-06-01,50,9,1.6,1.4
2016-06-01,50,9.3,NA,NA
2016-06-02,50,0.1,2.3,1.4
2016-06-02,50,0.8,NA,NA
2016-06-02,50,1.6,1.7,1.4
2016-06-02,50,2.8,NA,NA
2016-06-02,50,3.8,1.9,1.4
2016-06-02,50,5,2.2,1.4
2016-06-02,50,5.2,NA,NA
2016-06-02,50,5.5,NA,NA
2016-06-02,50,5.8,NA,NA
2016-06-02,50,6,NA,NA
2016-06-02,50,6.2,1.4,1.4
2016-06-02,50,8,1.6,1.4
2016-06-02,50,9,1.6,1.4
2016-06-02,50,9.3,NA,NA
2016-06-03,50,0.1,2.1,1.4
2016-06-03,50,0.8,NA,NA
2016-06-03,50,1.6,1.7,1.4
2016-06-03,50,2.8,NA,NA
2016-06-03,50,3.8,1.75,1.4
2016-06-03,50,5,1.95,1.4
2016-06-03,50,5.2,NA,NA
2016-06-03,50,5.5,NA,NA
2016-06-03,50,5.8,NA,NA
2016-06-03,50,6,1.5,NA
2016-06-03,50,6.2,1.5,1.4
2016-06-03,50,8,1.55,1.4
2016-06-03,50,9,1.55,1.4
2016-06-03,50,9.3,NA,NA
2016-06-06,50,0.1,1.9,1.4
2016-06-06,50,0.8,NA,NA
2016-06-06,50,1.6,1.7,1.4
2016-06-06,50,2.8,NA,NA
2016-06-06,50,3.8,1.6,1.4
2016-06-06,50,5,1.7,1.4
2016-06-06,50,5.2,NA,NA
2016-06-06,50,5.5,NA,NA
2016-06-06,50,5.8,NA,NA
2016-06-06,50,6,NA,NA
2016-06-06,50,6.2,1.6,1.4
2016-06-06,50,8,1.5,1.4
2016-06-06,50,9,1.5,1.4
2016-06-06,50,9.3,NA,NA
2016-06-07,50,0.1,1.95,1.4125
2016-06-07,50,0.8,NA,NA
2016-06-07,50,1.6,1.75,1.4125
2016-06-07,50,2.8,NA,NA
2016-06-07,50,3.8,1.7,1.4125
2016-06-07,50,5,1.6,1.4125
2016-06-07,50,5.2,NA,NA
2016-06-07,50,5.5,NA,NA
2016-06-07,50,5.8,NA,NA
2016-06-07,50,6,NA,NA
2016-06-07,50,6.2,1.575,1.4125
2016-06-07,50,8,1.45,1.4125
2016-06-07,50,9,1.525,1.4125
2016-06-07,50,9.3,NA,NA
2016-06-08,50,0.1,2,1.425
2016-06-08,50,0.8,NA,NA
2016-06-08,50,1.6,1.8,1.425
2016-06-08,50,2.8,NA,NA
2016-06-08,50,3.8,1.8,1.425
2016-06-08,50,5,1.66666666666667,1.425
2016-06-08,50,5.2,NA,NA
2016-06-08,50,5.5,NA,NA
2016-06-08,50,5.8,NA,NA
2016-06-08,50,6,NA,NA
2016-06-08,50,6.2,1.55,1.425
2016-06-08,50,8,1.4,1.425
2016-06-08,50,9,1.55,1.425
2016-06-08,50,9.3,NA,NA
2016-06-09,50,0.1,2.05,1.4375
2016-06-09,50,0.8,NA,NA
2016-06-09,50,1.6,1.85,1.4375
2016-06-09,50,2.8,NA,NA
2016-06-09,50,3.8,1.9,1.4375
2016-06-09,50,5,1.73333333333333,1.4375
2016-06-09,50,5.2,NA,NA
2016-06-09,50,5.5,NA,NA
2016-06-09,50,5.8,NA,NA
2016-06-09,50,6,NA,NA
2016-06-09,50,6.2,1.525,1.4375
2016-06-09,50,8,1.35,1.4375
2016-06-09,50,9,1.575,1.4375
2016-06-09,50,9.3,NA,NA
2016-06-13,50,0.1,2.1,1.45
2016-06-13,50,0.8,NA,NA
2016-06-13,50,1.6,1.9,1.45
2016-06-13,50,2.8,NA,NA
2016-06-13,50,3.8,2,1.45
2016-06-13,50,5,1.8,1.45
2016-06-13,50,5.2,NA,NA
2016-06-13,50,5.5,NA,NA
2016-06-13,50,5.8,NA,NA
2016-06-13,50,6,NA,NA
2016-06-13,50,6.2,1.5,1.45
2016-06-13,50,8,1.3,1.45
2016-06-13,50,9,1.6,1.45
2016-06-13,50,9.3,NA,NA
2016-06-20,50,0.1,2.1,1.4625
2016-06-20,50,0.8,NA,NA
2016-06-20,50,1.6,1.9,1.4625
2016-06-20,50,2.8,NA,NA
2016-06-20,50,3.8,2.2,1.4625
2016-06-20,50,5,1.7,1.4625
2016-06-20,50,5.2,NA,NA
2016-06-20,50,5.5,NA,NA
2016-06-20,50,5.8,NA,NA
2016-06-20,50,6,NA,NA
2016-06-20,50,6.2,1.5,1.4625
2016-06-20,50,8,1.3,1.4625
2016-06-20,50,9,1.4,1.4625
2016-06-20,50,9.3,NA,NA
2016-06-23,50,0.1,2.06666666666667,1.475
2016-06-23,50,0.8,NA,NA
2016-06-23,50,1.6,1.93333333333333,1.475
2016-06-23,50,2.8,NA,NA
2016-06-23,50,3.8,2.16666666666667,1.475
2016-06-23,50,5,1.66666666666667,1.475
2016-06-23,50,5.2,NA,NA
2016-06-23,50,5.5,NA,NA
2016-06-23,50,5.8,NA,NA
2016-06-23,50,6,NA,NA
2016-06-23,50,6.2,1.6,1.475
2016-06-23,50,8,1.4,1.475
2016-06-23,50,9,1.5,1.475
2016-06-23,50,9.3,NA,NA
2016-06-26,50,0.1,2.03333333333333,1.4875
2016-06-26,50,0.8,NA,NA
2016-06-26,50,1.6,1.96666666666667,1.4875
2016-06-26,50,2.8,NA,NA
2016-06-26,50,3.8,2.13333333333333,1.4875
2016-06-26,50,5,1.63333333333333,1.4875
2016-06-26,50,5.2,NA,NA
2016-06-26,50,5.5,NA,NA
2016-06-26,50,5.8,NA,NA
2016-06-26,50,6,NA,NA
2016-06-26,50,6.2,1.7,1.4875
2016-06-26,50,8,1.5,1.4875
2016-06-26,50,9,1.6,1.4875
2016-06-26,50,9.3,NA,NA
2016-06-27,50,0.1,2,1.5
2016-06-27,50,0.8,NA,NA
2016-06-27,50,1.6,2,1.5
2016-06-27,50,2.8,NA,NA
2016-06-27,50,3.8,2.1,1.5
2016-06-27,50,5,1.6,1.5
2016-06-27,50,5.2,NA,NA
2016-06-27,50,5.5,NA,NA
2016-06-27,50,5.8,NA,NA
2016-06-27,50,6,NA,NA
2016-06-27,50,6.2,1.8,1.5
2016-06-27,50,8,1.6,1.5
2016-06-27,50,9,1.7,1.5
2016-06-27,50,9.3,NA,NA
2016-06-28,50,0.1,1.7,1.49285714285714
2016-06-28,50,0.8,NA,NA
2016-06-28,50,1.6,2.1,1.49230769230769
2016-06-28,50,2.8,NA,NA
2016-06-28,50,3.8,1.6,1.49230769230769
2016-06-28,50,5,1.7,1.49230769230769
2016-06-28,50,5.2,NA,NA
2016-06-28,50,5.5,NA,NA
2016-06-28,50,5.8,NA,NA
2016-06-28,50,6,NA,NA
2016-06-28,50,6.2,1.5,1.49230769230769
2016-06-28,50,8,1.2,1.49285714285714
2016-06-28,50,9,1.5,1.49230769230769
2016-06-28,50,9.3,NA,NA
2016-06-30,50,0.1,1.8,1.48571428571429
2016-06-30,50,0.8,NA,NA
2016-06-30,50,1.6,1.8,1.48461538461538
2016-06-30,50,2.8,NA,NA
2016-06-30,50,3.8,1.9,1.48461538461538
2016-06-30,50,5,1.6,1.48461538461538
2016-06-30,50,5.2,NA,NA
2016-06-30,50,5.5,NA,NA
2016-06-30,50,5.8,NA,NA
2016-06-30,50,6,NA,NA
2016-06-30,50,6.2,1.3,1.48461538461538
2016-06-30,50,8,1.4,1.48571428571429
2016-06-30,50,9,1.4,1.48461538461538
2016-06-30,50,9.3,NA,NA
2016-07-05,50,0.1,2,1.47857142857143
2016-07-05,50,0.8,NA,NA
2016-07-05,50,1.6,1.7,1.47692307692308
2016-07-05,50,2.8,NA,NA
2016-07-05,50,3.8,1.8,1.47692307692308
2016-07-05,50,5,1.7,1.47692307692308
2016-07-05,50,5.2,NA,NA
2016-07-05,50,5.5,NA,NA
2016-07-05,50,5.8,NA,NA
2016-07-05,50,6,NA,NA
2016-07-05,50,6.2,1.5,1.47692307692308
2016-07-05,50,8,1.6,1.47857142857143
2016-07-05,50,9,1.5,1.47692307692308
2016-07-05,50,9.3,NA,NA
2016-07-07,50,0.1,2,1.47142857142857
2016-07-07,50,0.8,NA,NA
2016-07-07,50,1.6,1.8,1.46923076923077
2016-07-07,50,2.8,NA,NA
2016-07-07,50,3.8,1.75,1.46923076923077
2016-07-07,50,5,1.65,1.46923076923077
2016-07-07,50,5.2,NA,NA
2016-07-07,50,5.5,NA,NA
2016-07-07,50,5.8,NA,NA
2016-07-07,50,6,NA,NA
2016-07-07,50,6.2,1.7,1.46923076923077
2016-07-07,50,8,1.45,1.47142857142857
2016-07-07,50,9,1.65,1.46923076923077
2016-07-07,50,9.3,NA,NA
2016-07-11,50,0.1,2,1.46428571428571
2016-07-11,50,0.8,NA,NA
2016-07-11,50,1.6,1.9,1.46153846153846
2016-07-11,50,2.8,NA,NA
2016-07-11,50,3.8,1.7,1.46153846153846
2016-07-11,50,5,1.6,1.46153846153846
2016-07-11,50,5.2,NA,NA
2016-07-11,50,5.5,1.8,NA
2016-07-11,50,5.8,NA,NA
2016-07-11,50,6,NA,NA
2016-07-11,50,6.2,1.9,1.46153846153846
2016-07-11,50,8,1.3,1.46428571428571
2016-07-11,50,9,1.8,1.46153846153846
2016-07-11,50,9.3,NA,NA
2016-07-14,50,0.1,1.95,1.45714285714286
2016-07-14,50,0.8,NA,NA
2016-07-14,50,1.6,2,1.45384615384615
2016-07-14,50,2.8,NA,NA
2016-07-14,50,3.8,1.65,1.45384615384615
2016-07-14,50,5,1.65,1.45384615384615
2016-07-14,50,5.2,NA,NA
2016-07-14,50,5.5,1.66666666666667,NA
2016-07-14,50,5.8,NA,NA
2016-07-14,50,6,NA,NA
2016-07-14,50,6.2,1.9,1.45384615384615
2016-07-14,50,8,1.35,1.45714285714286
2016-07-14,50,9,1.8,1.45384615384615
2016-07-14,50,9.3,NA,NA
2016-07-18,50,0.1,1.9,1.45
2016-07-18,50,0.8,NA,NA
2016-07-18,50,1.6,2.1,1.44615384615385
2016-07-18,50,2.8,NA,NA
2016-07-18,50,3.8,1.6,1.44615384615385
2016-07-18,50,5,1.7,1.44615384615385
2016-07-18,50,5.2,NA,NA
2016-07-18,50,5.5,1.53333333333333,NA
2016-07-18,50,5.8,NA,NA
2016-07-18,50,6,NA,NA
2016-07-18,50,6.2,1.9,1.44615384615385
2016-07-18,50,8,1.4,1.45
2016-07-18,50,9,1.8,1.44615384615385
2016-07-18,50,9.3,NA,NA
2016-07-21,50,0.1,1.83333333333333,1.44285714285714
2016-07-21,50,0.8,NA,NA
2016-07-21,50,1.6,2.13333333333333,1.43846153846154
2016-07-21,50,2.8,NA,NA
2016-07-21,50,3.8,1.73333333333333,1.43846153846154
2016-07-21,50,5,1.73333333333333,1.43846153846154
2016-07-21,50,5.2,NA,NA
2016-07-21,50,5.5,1.4,NA
2016-07-21,50,5.8,NA,NA
2016-07-21,50,6,NA,NA
2016-07-21,50,6.2,2.1,1.43846153846154
2016-07-21,50,8,1.33333333333333,1.44285714285714
2016-07-21,50,9,1.76666666666667,1.43846153846154
2016-07-21,50,9.3,NA,NA
2016-07-24,50,0.1,1.76666666666667,1.43571428571429
2016-07-24,50,0.8,NA,NA
2016-07-24,50,1.6,2.16666666666667,1.43076923076923
2016-07-24,50,2.8,NA,NA
2016-07-24,50,3.8,1.86666666666667,1.43076923076923
2016-07-24,50,5,1.76666666666667,1.43076923076923
2016-07-24,50,5.2,NA,NA
2016-07-24,50,5.5,1.5,NA
2016-07-24,50,5.8,NA,NA
2016-07-24,50,6,NA,NA
2016-07-24,50,6.2,2.3,1.43076923076923
2016-07-24,50,8,1.26666666666667,1.43571428571429
2016-07-24,50,9,1.73333333333333,1.43076923076923
2016-07-24,50,9.3,NA,NA
2016-07-25,50,0.1,1.7,1.42857142857143
2016-07-25,50,0.1,3.7,1.42142857142857
2016-07-25,50,0.8,NA,NA
2016-07-25,50,1.6,2.2,1.42307692307692
2016-07-25,50,2.8,NA,NA
2016-07-25,50,3.8,2,1.42307692307692
2016-07-25,50,5,1.8,1.42307692307692
2016-07-25,50,5.2,1.5,NA
2016-07-25,50,5.5,1.6,NA
2016-07-25,50,5.8,NA,NA
2016-07-25,50,6,NA,NA
2016-07-25,50,6.2,2.5,1.42307692307692
2016-07-25,50,8,1.2,1.42857142857143
2016-07-25,50,8,1.6,1.42142857142857
2016-07-25,50,9,1.7,1.42307692307692
2016-07-25,50,9.3,NA,NA
2016-07-26,50,0.1,3.16666666666667,1.41428571428571
2016-07-26,50,0.8,NA,NA
2016-07-26,50,1.6,2.16666666666667,1.41538461538462
2016-07-26,50,2.8,NA,NA
2016-07-26,50,3.8,2.13333333333333,1.41538461538462
2016-07-26,50,5,1.83333333333333,1.41538461538462
2016-07-26,50,5.2,NA,NA
2016-07-26,50,5.5,1.66666666666667,NA
2016-07-26,50,5.8,NA,NA
2016-07-26,50,6,NA,NA
2016-07-26,50,6.2,2,1.41538461538462
2016-07-26,50,8,1.6,1.41428571428571
2016-07-26,50,9,1.7,1.41538461538462
2016-07-26,50,9.3,NA,NA
2016-07-28,50,0.1,2.63333333333333,1.40714285714286
2016-07-28,50,0.8,NA,NA
2016-07-28,50,1.6,2.13333333333333,1.40769230769231
2016-07-28,50,2.8,NA,NA
2016-07-28,50,3.8,2.26666666666667,1.40769230769231
2016-07-28,50,5,1.86666666666667,1.40769230769231
2016-07-28,50,5.2,NA,NA
2016-07-28,50,5.5,1.73333333333333,NA
2016-07-28,50,5.8,NA,NA
2016-07-28,50,6,NA,NA
2016-07-28,50,6.2,1.5,1.40769230769231
2016-07-28,50,8,1.6,1.40714285714286
2016-07-28,50,9,1.7,1.40769230769231
2016-07-28,50,9.3,NA,NA
2016-08-01,50,0.1,2.1,1.4
2016-08-01,50,0.8,NA,NA
2016-08-01,50,1.6,2.1,1.4
2016-08-01,50,2.8,NA,NA
2016-08-01,50,3.8,2.4,1.4
2016-08-01,50,5,1.9,1.4
2016-08-01,50,5.2,NA,NA
2016-08-01,50,5.5,1.8,NA
2016-08-01,50,5.8,1.7,1.4
2016-08-01,50,6,NA,NA
2016-08-01,50,6.2,2.1,1.4
2016-08-01,50,8,1.6,1.4
2016-08-01,50,9,1.7,1.4
