"Date","Site","Depth","TNinf_interp"
2017-06-28,50,3.8,238.466666666667
2017-06-28,50,5,238.466666666667
2017-06-28,50,5.2,NA
2017-06-28,50,5.5,NA
2017-06-28,50,5.8,NA
2017-06-28,50,6,NA
2017-06-28,50,6.2,238.466666666667
2017-06-28,50,8,238.466666666667
2017-06-28,50,9,238.466666666667
2017-06-28,50,9.3,NA
2017-07-04,50,0.1,244.6
2017-07-04,50,0.8,NA
2017-07-04,50,1.6,244.6
2017-07-04,50,2.8,NA
2017-07-04,50,3.8,244.6
2017-07-04,50,5,244.6
2017-07-04,50,5.2,NA
2017-07-04,50,5.5,NA
2017-07-04,50,5.8,NA
2017-07-04,50,6,NA
2017-07-04,50,6.2,244.6
2017-07-04,50,8,244.6
2017-07-04,50,9,244.6
2017-07-04,50,9.3,NA
2017-07-06,50,0.1,250.733333333333
2017-07-06,50,0.8,NA
2017-07-06,50,1.6,250.733333333333
2017-07-06,50,2.8,NA
2017-07-06,50,3.8,250.733333333333
2017-07-06,50,5,250.733333333333
2017-07-06,50,5.2,NA
2017-07-06,50,5.5,NA
2017-07-06,50,5.8,NA
2017-07-06,50,6,NA
2017-07-06,50,6.2,250.733333333333
2017-07-06,50,8,250.733333333333
2017-07-06,50,9,250.733333333333
2017-07-06,50,9.3,NA
2017-07-09,50,0.1,256.866666666667
2017-07-09,50,0.8,NA
2017-07-09,50,1.6,256.866666666667
2017-07-09,50,2.8,NA
2017-07-09,50,3.8,256.866666666667
2017-07-09,50,5,256.866666666667
2017-07-09,50,5.2,NA
2017-07-09,50,5.5,NA
2017-07-09,50,5.8,NA
2017-07-09,50,6,NA
2017-07-09,50,6.2,256.866666666667
2017-07-09,50,8,256.866666666667
2017-07-09,50,9,256.866666666667
2017-07-09,50,9.3,NA
2017-07-10,50,0.1,263
2017-07-10,50,0.8,NA
2017-07-10,50,1.6,263
2017-07-10,50,2.8,NA
2017-07-10,50,3.8,263
2017-07-10,50,5,263
2017-07-10,50,5.2,NA
2017-07-10,50,5.5,NA
2017-07-10,50,5.8,NA
2017-07-10,50,6,NA
2017-07-10,50,6.2,263
2017-07-10,50,8,263
2017-07-10,50,9,263
2017-07-10,50,9.3,NA
2017-07-11,50,0.1,262.666666666667
2017-07-11,50,0.8,NA
2017-07-11,50,1.6,262.666666666667
2017-07-11,50,2.8,NA
2017-07-11,50,3.8,262.666666666667
2017-07-11,50,5,262.666666666667
2017-07-11,50,5.2,NA
2017-07-11,50,5.5,NA
2017-07-11,50,5.8,NA
2017-07-11,50,6,NA
2017-07-11,50,6.2,262.666666666667
2017-07-11,50,8,262.666666666667
2017-07-11,50,9,262.666666666667
2017-07-11,50,9.3,NA
2017-07-12,50,0.1,262.333333333333
2017-07-12,50,0.8,NA
2017-07-12,50,1.6,262.333333333333
2017-07-12,50,2.8,NA
2017-07-12,50,3.8,262.333333333333
2017-07-12,50,5,262.333333333333
2017-07-12,50,5.2,NA
2017-07-12,50,5.5,NA
2017-07-12,50,5.8,NA
2017-07-12,50,6,NA
2017-07-12,50,6.2,262.333333333333
2017-07-12,50,8,262.333333333333
2017-07-12,50,9,262.333333333333
2017-07-12,50,9.3,NA
2017-08-06,50,0.1,262
2017-08-06,50,0.8,NA
2017-08-06,50,1.6,262
2017-08-06,50,2.8,NA
2017-08-06,50,3.8,262
2017-08-06,50,5,262
2017-08-06,50,5.2,NA
2017-08-06,50,5.5,NA
2017-08-06,50,5.8,NA
2017-08-06,50,6,NA
2017-08-06,50,6.2,262
2017-08-06,50,8,262
2017-08-06,50,9,262
2017-08-06,50,9.3,NA
2017-08-09,50,0.1,261.666666666667
2017-08-09,50,0.8,NA
2017-08-09,50,1.6,261.666666666667
2017-08-09,50,2.8,NA
2017-08-09,50,3.8,261.666666666667
2017-08-09,50,5,261.666666666667
2017-08-09,50,5.2,NA
2017-08-09,50,5.5,NA
2017-08-09,50,5.8,NA
2017-08-09,50,6,NA
2017-08-09,50,6.2,261.666666666667
2017-08-09,50,8,261.666666666667
2017-08-09,50,9,261.666666666667
2017-08-09,50,9.3,NA
2017-08-13,50,0.1,261.333333333333
2017-08-13,50,0.8,NA
2017-08-13,50,1.6,261.333333333333
2017-08-13,50,2.8,NA
2017-08-13,50,3.8,261.333333333333
2017-08-13,50,5,261.333333333333
2017-08-13,50,5.2,NA
2017-08-13,50,5.5,NA
2017-08-13,50,5.8,NA
2017-08-13,50,6,NA
2017-08-13,50,6.2,261.333333333333
2017-08-13,50,8,261.333333333333
2017-08-13,50,9,261.333333333333
2017-08-13,50,9.3,NA
2017-08-16,50,0.1,261
2017-08-16,50,0.8,NA
2017-08-16,50,1.6,261
2017-08-16,50,2.8,NA
2017-08-16,50,3.8,261
2017-08-16,50,5,261
2017-08-16,50,5.2,NA
2017-08-16,50,5.5,NA
2017-08-16,50,5.8,NA
2017-08-16,50,6,NA
2017-08-16,50,6.2,261
2017-08-16,50,8,261
2017-08-16,50,9,261
2017-08-16,50,9.3,NA
2017-08-20,50,0.1,260.666666666667
2017-08-20,50,0.8,NA
2017-08-20,50,1.6,260.666666666667
2017-08-20,50,2.8,NA
2017-08-20,50,3.8,260.666666666667
2017-08-20,50,5,260.666666666667
2017-08-20,50,5.2,NA
2017-08-20,50,5.5,NA
2017-08-20,50,5.8,NA
2017-08-20,50,6,NA
2017-08-20,50,6.2,260.666666666667
2017-08-20,50,8,260.666666666667
2017-08-20,50,9,260.666666666667
2017-08-20,50,9.3,NA
2017-08-27,50,0.1,260.333333333333
2017-08-27,50,0.8,NA
2017-08-27,50,1.6,260.333333333333
2017-08-27,50,2.8,NA
2017-08-27,50,3.8,260.333333333333
2017-08-27,50,5,260.333333333333
2017-08-27,50,5.2,NA
2017-08-27,50,5.5,NA
2017-08-27,50,5.8,NA
2017-08-27,50,6,NA
2017-08-27,50,6.2,260.333333333333
2017-08-27,50,8,260.333333333333
2017-08-27,50,9,260.333333333333
2017-08-27,50,9.3,NA
2017-09-03,50,0.1,260
2017-09-03,50,0.8,NA
2017-09-03,50,1.6,260
2017-09-03,50,2.8,NA
2017-09-03,50,3.8,260
2017-09-03,50,5,260
2017-09-03,50,5.2,NA
2017-09-03,50,5.5,NA
2017-09-03,50,5.8,NA
2017-09-03,50,6,NA
2017-09-03,50,6.2,260
2017-09-03,50,8,260
2017-09-03,50,9,260
2017-09-03,50,9.3,NA
2017-09-10,50,0.1,259.666666666667
2017-09-10,50,0.8,NA
2017-09-10,50,1.6,259.666666666667
2017-09-10,50,2.8,NA
2017-09-10,50,3.8,259.666666666667
2017-09-10,50,5,259.666666666667
2017-09-10,50,5.2,NA
2017-09-10,50,5.5,NA
2017-09-10,50,5.8,NA
2017-09-10,50,6,NA
2017-09-10,50,6.2,259.666666666667
2017-09-10,50,8,259.666666666667
2017-09-10,50,9,259.666666666667
2017-09-10,50,9.3,NA
2017-09-17,50,0.1,259.333333333333
2017-09-17,50,0.8,NA
2017-09-17,50,1.6,259.333333333333
2017-09-17,50,2.8,NA
2017-09-17,50,3.8,259.333333333333
2017-09-17,50,5,259.333333333333
2017-09-17,50,5.2,NA
2017-09-17,50,5.5,NA
2017-09-17,50,5.8,NA
2017-09-17,50,6,NA
2017-09-17,50,6.2,259.333333333333
2017-09-17,50,8,259.333333333333
2017-09-17,50,9,259.333333333333
2017-09-17,50,9.3,NA
2017-09-18,50,0.1,259
2017-09-18,50,0.8,NA
2017-09-18,50,1.6,259
2017-09-18,50,2.8,NA
2017-09-18,50,3.8,259
2017-09-18,50,5,259
2017-09-18,50,5.2,NA
2017-09-18,50,5.5,NA
2017-09-18,50,5.8,NA
2017-09-18,50,6,NA
2017-09-18,50,6.2,259
2017-09-18,50,8,259
2017-09-18,50,9,259
2017-09-18,50,9.3,NA
2017-09-24,50,0.1,230.25
2017-09-24,50,0.8,NA
2017-09-24,50,1.6,230.25
2017-09-24,50,2.8,NA
2017-09-24,50,3.8,230.25
2017-09-24,50,5,230.25
2017-09-24,50,5.2,NA
2017-09-24,50,5.5,NA
2017-09-24,50,5.8,NA
2017-09-24,50,6,NA
2017-09-24,50,6.2,230.25
2017-09-24,50,8,230.25
2017-09-24,50,9,230.25
2017-09-24,50,9.3,NA
2017-10-08,50,0.1,201.5
2017-10-08,50,0.8,NA
2017-10-08,50,1.6,201.5
2017-10-08,50,2.8,NA
2017-10-08,50,3.8,201.5
2017-10-08,50,5,201.5
2017-10-08,50,5.2,NA
2017-10-08,50,5.5,NA
2017-10-08,50,5.8,NA
2017-10-08,50,6,NA
2017-10-08,50,6.2,201.5
2017-10-08,50,8,201.5
2017-10-08,50,9,201.5
2017-10-08,50,9.3,NA
2017-10-15,50,0.1,172.75
2017-10-15,50,0.8,NA
2017-10-15,50,1.6,172.75
2017-10-15,50,2.8,NA
2017-10-15,50,3.8,172.75
2017-10-15,50,5,172.75
2017-10-15,50,5.2,NA
2017-10-15,50,5.5,NA
2017-10-15,50,5.8,NA
2017-10-15,50,6,NA
2017-10-15,50,6.2,172.75
2017-10-15,50,8,172.75
2017-10-15,50,9,172.75
2017-10-15,50,9.3,NA
2017-10-16,50,0.1,144
2017-10-16,50,0.8,NA
2017-10-16,50,1.6,144
2017-10-16,50,2.8,NA
2017-10-16,50,3.8,144
2017-10-16,50,5,144
2017-10-16,50,5.2,NA
2017-10-16,50,5.5,NA
2017-10-16,50,5.8,NA
2017-10-16,50,6,NA
2017-10-16,50,6.2,144
2017-10-16,50,8,144
2017-10-16,50,9,144
2017-10-16,50,9.3,NA
